player_id,player_name,pass_touchdown,rush_touchdown,rec_touchdown,passing_yards,rushing_yards,receiving_yards,receptions,targets,interception,fumble_lost,two_point_pass_success,two_point_rush_success,two_point_rec_success,kick_return_touchdown,punt_return_touchdown,fg_made_0-39,fg_made_40-49,fg_made_50-59,fg_made_60+,fg_missed_0-39,fg_missed_40-49,fg_missed_50-59,fg_missed_60+,pat_made,pat_missed,fppr,hppr,position
00-0036261,B.Aiyuk,0.0,2.0,5.0,0.0,77.0,748.0,60.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.5000033378601,154.5000033378601,WR
00-0036265,A.Dillon,0.0,2.0,0.0,0.0,242.0,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3000009059906,39.3000009059906,RB
00-0036268,L.Shenault,0.0,0.0,5.0,0.0,91.0,600.0,58.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.10000038146973,128.10000038146973,WR
00-0036269,L.Perine,0.0,2.0,0.0,0.0,232.0,63.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.500000953674316,47.000000953674316,RB
00-0036271,Q.Watkins,0.0,0.0,1.0,0.0,0.0,106.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.600000381469727,20.100000381469727,WR
00-0036275,D.Swift,0.0,8.0,2.0,0.0,521.0,357.0,46.0,57.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.8000030517578,166.8000030517578,RB
00-0036277,Q.Cephus,0.0,0.0,2.0,0.0,0.0,349.0,20.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.9000015258789,56.900001525878906,WR
00-0036278,J.Huntley,0.0,0.0,0.0,0.0,19.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.899999976158142,2.399999976158142,RB
00-0036290,C.Kmet,0.0,0.0,2.0,0.0,-3.0,259.0,31.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.59999960660934,51.099999606609344,TE
00-0036293,J.Chinn,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9000000953674316,2.9000000953674316,DB
00-0036297,D.Evans,0.0,0.0,1.0,0.0,55.0,27.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000047683716,15.200000047683716,RB
00-0036309,D.Mooney,0.0,0.0,4.0,0.0,20.0,631.0,61.0,99.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.10000228881836,121.60000228881836,WR
00-0036312,J.Luton,2.0,1.0,0.0,624.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25999915599823,28.25999915599823,QB
00-0036320,J.Charlton,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1200000047683716,1.1200000047683716,P
00-0036322,J.Jefferson,0.0,0.0,7.0,0.0,2.0,1400.0,88.0,128.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.20000000298023,230.20000000298023,WR
00-0036326,C.Claypool,0.0,2.0,11.0,0.0,16.0,918.0,67.0,119.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.40000307559967,202.90000307559967,WR
00-0036328,A.Gibson,0.0,11.0,0.0,0.0,826.0,251.0,38.0,47.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.69999885559082,188.69999885559082,RB
00-0036331,D.Duvernay,0.0,0.0,0.0,0.0,70.0,201.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.10000038146973,43.10000038146973,WR
00-0036332,J.Deguara,0.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.200000047683716,1.7000000476837158,TE
